question_id,front,back,topic,tags
BNDES-2024-P2-Q046,"BNDES 2024 Prova 2 Q46: De acordo com a ABNT NBR ISO 22301:2020, um Sistema de Gestão de Continuidade de Negócios (SGCN) reforça a importância de entender as necessidades da organização e a imprescindibilidade de estabelecimento de uma política e de objetivos para a continuidade dos negócios. Conforme essa norma, um dos benefícios para a organi- zação, da perspectiva de processos internos, é que um SGCN (A) cria vantagem competitiva. (B) melhora a capacidade de permanecer eficaz durante as disrupções. (C) protege e melhora a sua reputação e credibilidade. (D) reduz a exposição legal e financeira. (E) reduz custos diretos e indiretos de disrupções.","Resposta correta: B. Explicação direta: A alternativa B está correta porque é a única que se alinha ao enunciado e ao conceito central de IAM e Controle de Acesso. Em termos práticos, o ponto decisivo é: melhora a capacidade de permanecer eficaz durante as disrupções. Explicação aprofundada: Raciocínio aprofundado: esta questão exige domínio de identidade, autenticação, autorização, princípio do menor privilégio e protocolos de acesso. A opção B é a melhor resposta por manter coerência técnica e semântica com o problema apresentado. As demais alternativas funcionam como distratores típicos de prova (generalização indevida, troca de conceito ou inversão de causa e efeito). Para consolidar o aprendizado, revise o tema com foco em definição formal, cenário de aplicação e limites do conceito cobrado. Análise das incorretas: A: incorreta por nao atender ao criterio central do enunciado. C: incorreta por nao atender ao criterio central do enunciado. D: incorreta por nao atender ao criterio central do enunciado. E: incorreta por nao atender ao criterio central do enunciado. Referências confiáveis: NIST SP 800-63; CIS Controls v8; OWASP ASVS (Authentication).",IAM e Controle de Acesso,concurso::bndes2024 ciber::tecnico q::46 explained::enhanced
BNDES-2024-P2-Q047,"BNDES 2024 Prova 2 Q47: O ataque é um ato intencional no qual um adversário procura evadir serviços de segurança e violar a política de segurança de um sistema. Os ataques passivos são muito difíceis de detectar, pois não envolvem alteração dos dados trafegados na rede. Por outro lado, os ataques ativos envolvem alguma modificação do fluxo de dados ou a criação de um fluxo falso. Dentre os exemplos de ataques, há o ataque de disfarce, cujo objetivo é o de (A) coletar informações, com base na escuta do fluxo de dados transmitido na linha de comunicação. (B) ganhar conhecimento por inferência, com base nas características observáveis do fluxo de dados. (C) provocar a sobrecarga da rede como um tipo de obs- trução, com a finalidade de causar uma interrupção. (D) consumir e esgotar os recursos do sistema da vítima, como ciclos de CPU, memória e espaço em disco. (E) ganhar acesso a um sistema ou desempenhar uma ação maliciosa, por posar ilegitimamente como uma entidade autorizada.","Resposta correta: E. Explicação direta: A alternativa E está correta porque é a única que se alinha ao enunciado e ao conceito central de Redes e Defesa Perimetral. Em termos práticos, o ponto decisivo é: ganhar acesso a um sistema ou desempenhar uma ação maliciosa, por posar ilegitimamente como uma entidade autorizada. Explicação aprofundada: Raciocínio aprofundado: esta questão exige domínio de proteção em camadas, filtragem e controles de borda/rede. A opção E é a melhor resposta por manter coerência técnica e semântica com o problema apresentado. As demais alternativas funcionam como distratores típicos de prova (generalização indevida, troca de conceito ou inversão de causa e efeito). Para consolidar o aprendizado, revise o tema com foco em definição formal, cenário de aplicação e limites do conceito cobrado. Análise das incorretas: A: incorreta por nao atender ao criterio central do enunciado. B: incorreta por nao atender ao criterio central do enunciado. C: incorreta por nao atender ao criterio central do enunciado. D: incorreta por nao atender ao criterio central do enunciado. Referências confiáveis: NIST SP 800-41; RFCs de protocolos de rede; CISA Zero Trust Maturity Model.",Redes e Defesa Perimetral,concurso::bndes2024 ciber::tecnico q::47 explained::enhanced
BNDES-2024-P2-Q048,"BNDES 2024 Prova 2 Q48: A varredura de porta de comunicação visa fazer uma ava- liação em massa do alvo e a identificação de serviços bus- cando os corredores de entrada mais poderosos. A técni- ca de varredura de porta TCP explora o 3-way handshake do TCP para determinar se uma porta de comunicação da vítima está aberta ou fechada. Dentre os exemplos de uso dessa técnica, há um que protege o endereço IP do atacante, pois faz uso de um zumbi para fazer a varredura de porta TCP da vítima. Essa técnica de varredura furtiva de porta TCP é conheci- da como varredura TCP (A) FIN (B) ACK (C) IDLE (D) NULL (E) XMAS","Resposta correta: C. Explicação direta: A alternativa C está correta porque é a única que se alinha ao enunciado e ao conceito central de Cibersegurança - geral. Em termos práticos, o ponto decisivo é: IDLE Explicação aprofundada: Raciocínio aprofundado: esta questão exige domínio de fundamentos de segurança da informação e uso correto de recursos técnicos de proteção. A opção C é a melhor resposta por manter coerência técnica e semântica com o problema apresentado. As demais alternativas funcionam como distratores típicos de prova (generalização indevida, troca de conceito ou inversão de causa e efeito). Para consolidar o aprendizado, revise o tema com foco em definição formal, cenário de aplicação e limites do conceito cobrado. Análise das incorretas: A: incorreta por nao atender ao criterio central do enunciado. B: incorreta por nao atender ao criterio central do enunciado. D: incorreta por nao atender ao criterio central do enunciado. E: incorreta por nao atender ao criterio central do enunciado. Referências confiáveis: NIST CSF 2.0; OWASP; CIS Controls v8.",Cibersegurança - geral,concurso::bndes2024 ciber::tecnico q::48 explained::enhanced
BNDES-2024-P2-Q049,"BNDES 2024 Prova 2 Q49: Muitos protocolos de rede possuem vulnerabilidades que, quando exploradas com sucesso por um adversário, cau- sam problemas graves na operação da infraestrutura da rede ou de serviços de rede. Dentre os possíveis ataques aos protocolos de comunicação usados nas redes IP, há um ataque no qual a entidade hostil recebe a mensagem do dispositivo solicitante e consegue responder a essa mensagem antes do servidor DHCP legítimo. Dessa for- ma, o dispositivo solicitante confirmará o recebimento dos parâmetros de configuração de rede fornecidos pela en- tidade hostil. Essa entidade hostil é conhecida como DHCP (A) Rogue Server (B) Bypass Server (C) Snooping Server (D) Inspection Server (E) Monitoring Server","Resposta correta: A. Explicação direta: A alternativa A está correta porque é a única que se alinha ao enunciado e ao conceito central de IAM e Controle de Acesso. Em termos práticos, o ponto decisivo é: Rogue Server Explicação aprofundada: Raciocínio aprofundado: esta questão exige domínio de identidade, autenticação, autorização, princípio do menor privilégio e protocolos de acesso. A opção A é a melhor resposta por manter coerência técnica e semântica com o problema apresentado. As demais alternativas funcionam como distratores típicos de prova (generalização indevida, troca de conceito ou inversão de causa e efeito). Para consolidar o aprendizado, revise o tema com foco em definição formal, cenário de aplicação e limites do conceito cobrado. Análise das incorretas: B: incorreta por nao atender ao criterio central do enunciado. C: incorreta por nao atender ao criterio central do enunciado. D: incorreta por nao atender ao criterio central do enunciado. E: incorreta por nao atender ao criterio central do enunciado. Referências confiáveis: NIST SP 800-63; CIS Controls v8; OWASP ASVS (Authentication).",IAM e Controle de Acesso,concurso::bndes2024 ciber::tecnico q::49 explained::enhanced
BNDES-2024-P2-Q050,"BNDES 2024 Prova 2 Q50: Um atacante presente numa rede local quer realizar um ataque para atuar como man-in-the-middle entre uma es- tação vítima e o default gateway da rede. Para executar esse ataque, o atacante quer fazer com que a estação da vítima associe o endereço MAC usado pelo atacante ao endereço IP do default gateway da rede. Além disso, quer fazer com que o default gateway da rede associe o endereço MAC usado pelo atacante ao endereço IP da estação da vítima. Para conseguir realizar essas associações, o atacante deve usar a técnica de (A) IP Spoofing (B) ARP Spoofing (C) ICMP Spoofing (D) TCP Flooding (E) TCP Hijacking","Resposta correta: B. Explicação direta: A alternativa B está correta porque é a única que se alinha ao enunciado e ao conceito central de IAM e Controle de Acesso. Em termos práticos, o ponto decisivo é: ARP Spoofing Explicação aprofundada: Raciocínio aprofundado: esta questão exige domínio de identidade, autenticação, autorização, princípio do menor privilégio e protocolos de acesso. A opção B é a melhor resposta por manter coerência técnica e semântica com o problema apresentado. As demais alternativas funcionam como distratores típicos de prova (generalização indevida, troca de conceito ou inversão de causa e efeito). Para consolidar o aprendizado, revise o tema com foco em definição formal, cenário de aplicação e limites do conceito cobrado. Análise das incorretas: A: incorreta por nao atender ao criterio central do enunciado. C: incorreta por nao atender ao criterio central do enunciado. D: incorreta por nao atender ao criterio central do enunciado. E: incorreta por nao atender ao criterio central do enunciado. Referências confiáveis: NIST SP 800-63; CIS Controls v8; OWASP ASVS (Authentication).",IAM e Controle de Acesso,concurso::bndes2024 ciber::tecnico q::50 explained::enhanced
BNDES-2024-P2-Q051,"BNDES 2024 Prova 2 Q51: O código malicioso é aquele programa de computador que tem o potencial de danificar sua vítima, mas nem sempre age dessa forma. Alguns códigos maliciosos optam por furtar dados pessoais, enquanto outros usam recursos de computação da vítima em benefício próprio, sem o conhe- cimento ou a autorização da vítima. Dentre esses códigos maliciosos, existe uma certa categoria que visa utilizar có- digo Javascript malicioso para furtar dados de cartão de crédito e outras informações preenchidas em páginas de pagamento de web sites de e-Commerce. Essa categoria de códigos maliciosos é conhecida como (A) worm (B) formjacking (C) downloader (D) ransomware (E) cryptojacking","Resposta correta: B. Explicação direta: A alternativa B está correta porque é a única que se alinha ao enunciado e ao conceito central de Criptografia e Hash. Em termos práticos, o ponto decisivo é: formjacking Explicação aprofundada: Raciocínio aprofundado: esta questão exige domínio de confidencialidade, integridade, autenticidade, gestão de chaves e propriedades de protocolos criptográficos. A opção B é a melhor resposta por manter coerência técnica e semântica com o problema apresentado. As demais alternativas funcionam como distratores típicos de prova (generalização indevida, troca de conceito ou inversão de causa e efeito). Para consolidar o aprendizado, revise o tema com foco em definição formal, cenário de aplicação e limites do conceito cobrado. Análise das incorretas: A: incorreta por nao atender ao criterio central do enunciado. C: incorreta por nao atender ao criterio central do enunciado. D: incorreta por nao atender ao criterio central do enunciado. E: incorreta por nao atender ao criterio central do enunciado. Referências confiáveis: NIST SP 800-57; NIST SP 800-52r2 (TLS); RFC 8446 (TLS 1.3).",Criptografia e Hash,concurso::bndes2024 ciber::tecnico q::51 explained::enhanced
BNDES-2024-P2-Q052,"BNDES 2024 Prova 2 Q52: A engenharia social é uma técnica de manipulação que visa persuadir pessoas a cometerem erros ou burlar po- líticas de segurança, de forma que o adversário tenha êxito em ações maliciosas que não seriam viáveis sem a participação da vítima. Dentre os métodos mais comuns de engenharia social, existe um que tem como objetivo seguir um membro autorizado da equipe em uma área de acesso restrito e se aproveitar da cortesia social para fa- zer com que a pessoa segure a porta para o atacante ou para convencer a pessoa de que o atacante também está autorizado a ficar na área de acesso restrito. Esse método de engenharia social é conhecido como (A) baiting (B) phishing (C) smishing (D) tailgating (E) honeytrap","Resposta correta: D. Explicação direta: A alternativa D está correta porque é a única que se alinha ao enunciado e ao conceito central de IAM e Controle de Acesso. Em termos práticos, o ponto decisivo é: tailgating Explicação aprofundada: Raciocínio aprofundado: esta questão exige domínio de identidade, autenticação, autorização, princípio do menor privilégio e protocolos de acesso. A opção D é a melhor resposta por manter coerência técnica e semântica com o problema apresentado. As demais alternativas funcionam como distratores típicos de prova (generalização indevida, troca de conceito ou inversão de causa e efeito). Para consolidar o aprendizado, revise o tema com foco em definição formal, cenário de aplicação e limites do conceito cobrado. Análise das incorretas: A: incorreta por nao atender ao criterio central do enunciado. B: incorreta por nao atender ao criterio central do enunciado. C: incorreta por nao atender ao criterio central do enunciado. E: incorreta por nao atender ao criterio central do enunciado. Referências confiáveis: NIST SP 800-63; CIS Controls v8; OWASP ASVS (Authentication).",IAM e Controle de Acesso,concurso::bndes2024 ciber::tecnico q::52 explained::enhanced
BNDES-2024-P2-Q053,"BNDES 2024 Prova 2 Q53: O reconhecimento é uma tática adversária que consiste em coletar informação do sistema-alvo de forma ativa ou passiva para auxiliar nas demais fases de um ataque. Uma ferramenta simples e poderosa pode auxiliar as atividades de avaliação de um red team ou de um teste de pene- tração, realizando investigação e inteligência com fontes abertas (OSINT – Open Source Intelligence) para ajudar na coleta de informações de um domínio, como nomes, e-mails, IP, subdomínios e URL, usando recursos públicos. Essa ferramenta é a (A) ghidra (B) hashcat (C) steghide (D) setoolkit (E) theHarvester","Resposta correta: E. Explicação direta: A alternativa E está correta porque é a única que se alinha ao enunciado e ao conceito central de Cibersegurança - geral. Em termos práticos, o ponto decisivo é: theHarvester Explicação aprofundada: Raciocínio aprofundado: esta questão exige domínio de fundamentos de segurança da informação e uso correto de recursos técnicos de proteção. A opção E é a melhor resposta por manter coerência técnica e semântica com o problema apresentado. As demais alternativas funcionam como distratores típicos de prova (generalização indevida, troca de conceito ou inversão de causa e efeito). Para consolidar o aprendizado, revise o tema com foco em definição formal, cenário de aplicação e limites do conceito cobrado. Análise das incorretas: A: incorreta por nao atender ao criterio central do enunciado. B: incorreta por nao atender ao criterio central do enunciado. C: incorreta por nao atender ao criterio central do enunciado. D: incorreta por nao atender ao criterio central do enunciado. Referências confiáveis: NIST CSF 2.0; OWASP; CIS Controls v8.",Cibersegurança - geral,concurso::bndes2024 ciber::tecnico q::53 explained::enhanced
BNDES-2024-P2-Q054,"BNDES 2024 Prova 2 Q54: A estratégia de defesa em profundidade implica a implan- tação de camadas de segurança independentes. Essa estratégia é amplamente adotada na segurança do pe- rímetro da rede de comunicação de dados, por meio da implantação de componentes de segurança. Um desses componentes opera no nível de aplicação como um in- termediário na comunicação entre as aplicações das es- tações internas e os servidores externos, para proteger a privacidade e aplicar políticas corporativas de restrição de acesso a sítios externos. Esse componente de segurança é o (A) firewall proxy (B) firewall com estado (C) gateway VPN (D) filtro de pacotes (E) intrusion detection system","Resposta correta: A. Explicação direta: A alternativa A está correta porque é a única que se alinha ao enunciado e ao conceito central de IAM e Controle de Acesso. Em termos práticos, o ponto decisivo é: firewall proxy Explicação aprofundada: Raciocínio aprofundado: esta questão exige domínio de identidade, autenticação, autorização, princípio do menor privilégio e protocolos de acesso. A opção A é a melhor resposta por manter coerência técnica e semântica com o problema apresentado. As demais alternativas funcionam como distratores típicos de prova (generalização indevida, troca de conceito ou inversão de causa e efeito). Para consolidar o aprendizado, revise o tema com foco em definição formal, cenário de aplicação e limites do conceito cobrado. Análise das incorretas: B: incorreta por nao atender ao criterio central do enunciado. C: incorreta por nao atender ao criterio central do enunciado. D: incorreta por nao atender ao criterio central do enunciado. E: incorreta por nao atender ao criterio central do enunciado. Referências confiáveis: NIST SP 800-63; CIS Controls v8; OWASP ASVS (Authentication).",IAM e Controle de Acesso,concurso::bndes2024 ciber::tecnico q::54 explained::enhanced
BNDES-2024-P2-Q055,"BNDES 2024 Prova 2 Q55: O OWASP Top 10 apresenta as categorias de riscos de segurança mais críticos de aplicações Web, verificadas durante um certo período de avaliação e serve como um guia para profissionais de segurança e desenvolvedores de sistemas. Num dos cenários de ataque apresentados na publicação de 2021, um invasor monitora uma aplica- ção Web que não usa nem força o uso do TLS (Transport Layer Security), o que possibilita que um invasor moni- tore o tráfego de rede (por exemplo, em uma rede sem fio insegura), intercepte solicitações e roube o cookie de sessão do usuário. Esse cenário de ataque é apontado na categoria de risco de segurança (A) Injection (B) Cryptographic Failures (C) Broken Access Control (D) Server Side Request Forgery (E) Vulnerable and Outdated Components","Resposta correta: B. Explicação direta: A alternativa B está correta porque é a única que se alinha ao enunciado e ao conceito central de Criptografia e Hash. Em termos práticos, o ponto decisivo é: Cryptographic Failures Explicação aprofundada: Raciocínio aprofundado: esta questão exige domínio de confidencialidade, integridade, autenticidade, gestão de chaves e propriedades de protocolos criptográficos. A opção B é a melhor resposta por manter coerência técnica e semântica com o problema apresentado. As demais alternativas funcionam como distratores típicos de prova (generalização indevida, troca de conceito ou inversão de causa e efeito). Para consolidar o aprendizado, revise o tema com foco em definição formal, cenário de aplicação e limites do conceito cobrado. Análise das incorretas: A: incorreta por nao atender ao criterio central do enunciado. C: incorreta por nao atender ao criterio central do enunciado. D: incorreta por nao atender ao criterio central do enunciado. E: incorreta por nao atender ao criterio central do enunciado. Referências confiáveis: NIST SP 800-57; NIST SP 800-52r2 (TLS); RFC 8446 (TLS 1.3).",Criptografia e Hash,concurso::bndes2024 ciber::tecnico q::55 explained::enhanced
BNDES-2024-P2-Q056,"BNDES 2024 Prova 2 Q56: A fim de garantir a segurança da informação, é preciso ado- tar um conjunto de medidas de proteção para tornar siste- mas de informação e sistemas de comunicação resistentes a ataques. Dentre essas medidas de proteção, existe uma que visa fornecer evidências que podem ser armazenadas e, posteriormente, apresentadas a terceiros, para resolver disputas que surgem se e quando uma comunicação é ne- gada por uma das entidades envolvidas. Essa medida de proteção é conhecida como (A) integridade (B) autenticidade (C) irretroatividade (D) irretratabilidade (E) confidencialidade","Resposta correta: D. Explicação direta: A alternativa D está correta porque é a única que se alinha ao enunciado e ao conceito central de Governança, Risco e Compliance. Em termos práticos, o ponto decisivo é: irretratabilidade Explicação aprofundada: Raciocínio aprofundado: esta questão exige domínio de tratamento de risco, terminologia normativa, políticas e evidências de conformidade. A opção D é a melhor resposta por manter coerência técnica e semântica com o problema apresentado. As demais alternativas funcionam como distratores típicos de prova (generalização indevida, troca de conceito ou inversão de causa e efeito). Para consolidar o aprendizado, revise o tema com foco em definição formal, cenário de aplicação e limites do conceito cobrado. Análise das incorretas: A: incorreta por nao atender ao criterio central do enunciado. B: incorreta por nao atender ao criterio central do enunciado. C: incorreta por nao atender ao criterio central do enunciado. E: incorreta por nao atender ao criterio central do enunciado. Referências confiáveis: ISO/IEC 27001/27002; NIST CSF 2.0; LGPD e guias ANPD.","Governança, Risco e Compliance",concurso::bndes2024 ciber::tecnico q::56 explained::enhanced
BNDES-2024-P2-Q057,"BNDES 2024 Prova 2 Q57: O padrão IEEE 802.1X fornece um controle de acesso à rede de comunicação de dados, através de um mecanis- mo de autenticação que envolve três partes: o suplican- te, o autenticador e o servidor de autenticação. Durante o processo de autenticação, a entidade que deseja acessar a rede (suplicante) interage diretamente com a entidade que fornece o acesso à rede (autenticador). O autentica- dor interage diretamente com a entidade que decide se o suplicante pode ou não acessar a rede (servidor de au- tenticação). O protocolo de comunicação utilizado pelo suplicante para interagir com o autenticador durante o processo de autenticação é o (A) EAP (B) SAML (C) LDAP (D) OAuth2 (E) RADIUS","Resposta correta: A. Explicação direta: A alternativa A está correta porque é a única que se alinha ao enunciado e ao conceito central de IAM e Controle de Acesso. Em termos práticos, o ponto decisivo é: EAP Explicação aprofundada: Raciocínio aprofundado: esta questão exige domínio de identidade, autenticação, autorização, princípio do menor privilégio e protocolos de acesso. A opção A é a melhor resposta por manter coerência técnica e semântica com o problema apresentado. As demais alternativas funcionam como distratores típicos de prova (generalização indevida, troca de conceito ou inversão de causa e efeito). Para consolidar o aprendizado, revise o tema com foco em definição formal, cenário de aplicação e limites do conceito cobrado. Análise das incorretas: B: incorreta por nao atender ao criterio central do enunciado. C: incorreta por nao atender ao criterio central do enunciado. D: incorreta por nao atender ao criterio central do enunciado. E: incorreta por nao atender ao criterio central do enunciado. Referências confiáveis: NIST SP 800-63; CIS Controls v8; OWASP ASVS (Authentication).",IAM e Controle de Acesso,concurso::bndes2024 ciber::tecnico q::57 explained::enhanced
BNDES-2024-P2-Q058,"BNDES 2024 Prova 2 Q58: Os Controles CIS (Center for Internet Security) refletem o consenso de uma comunidade internacional de indivíduos e instituições voluntários sobre importantes controles de segurança. O Controle CIS de defesas de malware visa impedir ou controlar a instalação, disseminação e execu- ção de aplicações, códigos ou scripts maliciosos em ati- vos corporativos. Uma das medidas de segurança definidas para a implan- tação desse controle é (A) exigir MFA para aplicações expostas externamente. (B) estabelecer e manter um inventário de contas de serviço. (C) definir e manter o controle de acesso baseado em funções. (D) desabilitar a execução e reprodução automática para mídias removíveis. (E) restringir privilégios de administrador a contas de ad- ministrador dedicadas.","Resposta correta: D. Explicação direta: A alternativa D está correta porque é a única que se alinha ao enunciado e ao conceito central de Criptografia e Hash. Em termos práticos, o ponto decisivo é: desabilitar a execução e reprodução automática para mídias removíveis. Explicação aprofundada: Raciocínio aprofundado: esta questão exige domínio de confidencialidade, integridade, autenticidade, gestão de chaves e propriedades de protocolos criptográficos. A opção D é a melhor resposta por manter coerência técnica e semântica com o problema apresentado. As demais alternativas funcionam como distratores típicos de prova (generalização indevida, troca de conceito ou inversão de causa e efeito). Para consolidar o aprendizado, revise o tema com foco em definição formal, cenário de aplicação e limites do conceito cobrado. Análise das incorretas: A: incorreta por nao atender ao criterio central do enunciado. B: incorreta por nao atender ao criterio central do enunciado. C: incorreta por nao atender ao criterio central do enunciado. E: incorreta por nao atender ao criterio central do enunciado. Referências confiáveis: NIST SP 800-57; NIST SP 800-52r2 (TLS); RFC 8446 (TLS 1.3).",Criptografia e Hash,concurso::bndes2024 ciber::tecnico q::58 explained::enhanced
BNDES-2024-P2-Q059,"BNDES 2024 Prova 2 Q59: As equipes do Security Operation Center (SOC) da orga- nização, muitas vezes, são inundadas com tarefas repeti- tivas e demoradas que prejudicam e reduzem a eficiência na resposta aos incidentes. Para minimizar esse proble- ma, um conjunto de tecnologias de segurança cibernética permite que as organizações respondam a alguns inci- dentes automaticamente, possibilitando que os adminis- tradores lidem com alertas de segurança, sem a neces- sidade de intervenção manual. Para isso, englobam três importantes recursos de software usados pelas equipes de cibersegurança: gerenciamento de casos e de fluxos de trabalho; automação de tarefas e acesso a meios cen- tralizados de consulta; e compartilhamento de informa- ções sobre ameaças. Esse conjunto de tecnologias de segurança cibernética é conhecido como (A) IPS (B) DLP (C) WAF (D) CASB (E) SOAR","Resposta correta: E. Explicação direta: A alternativa E está correta porque é a única que se alinha ao enunciado e ao conceito central de IAM e Controle de Acesso. Em termos práticos, o ponto decisivo é: SOAR Explicação aprofundada: Raciocínio aprofundado: esta questão exige domínio de identidade, autenticação, autorização, princípio do menor privilégio e protocolos de acesso. A opção E é a melhor resposta por manter coerência técnica e semântica com o problema apresentado. As demais alternativas funcionam como distratores típicos de prova (generalização indevida, troca de conceito ou inversão de causa e efeito). Para consolidar o aprendizado, revise o tema com foco em definição formal, cenário de aplicação e limites do conceito cobrado. Análise das incorretas: A: incorreta por nao atender ao criterio central do enunciado. B: incorreta por nao atender ao criterio central do enunciado. C: incorreta por nao atender ao criterio central do enunciado. D: incorreta por nao atender ao criterio central do enunciado. Referências confiáveis: NIST SP 800-63; CIS Controls v8; OWASP ASVS (Authentication).",IAM e Controle de Acesso,concurso::bndes2024 ciber::tecnico q::59 explained::enhanced
BNDES-2024-P2-Q060,"BNDES 2024 Prova 2 Q60: O Transport Layer Security (TLS) é um padrão de comu- nicação segura que criptografa e autentica a comunica- ção entre aplicativos e servidores para assegurar prote- ção de dados. As duas versões mais comuns ainda em uso hoje são o TLS 1.2 e o mais recente protocolo TLS 1.3. Existem várias diferenças importantes entre essas versões que melhoram a segurança, o desempenho e a privacidade. Dentre as principais diferenças, verifica-se que o TLS 1.3 suporta (A) apenas a cifragem AEAD com algoritmos fortes, como o AES-GCM e o Cha-Cha20-Poly1305. (B) apenas o handshake completo com dois round-trips, enquanto versões antigas suportam o handshake com um round-trip ou zero round-trip, com retomada da sessão. (C) opcionalmente a cifragem simétrica DES e 3DES, mas removeu os algoritmos MD5 e SHA-1. (D) opcionalmente o forward secrecy para trocas de cha- ves, usando Diffie–Hellman e Diffie–Hellman de curva elíptica. (E) opcionalmente trocas de chaves RSA estáticas, nas quais os servidores usam certificados com chaves RSA para criptografar chaves de sessão e trocá-las com clientes.","Resposta correta: A. Explicação direta: A alternativa A está correta porque é a única que se alinha ao enunciado e ao conceito central de Criptografia e Hash. Em termos práticos, o ponto decisivo é: apenas a cifragem AEAD com algoritmos fortes, como o AES-GCM e o Cha-Cha20-Poly1305. Explicação aprofundada: Raciocínio aprofundado: esta questão exige domínio de confidencialidade, integridade, autenticidade, gestão de chaves e propriedades de protocolos criptográficos. A opção A é a melhor resposta por manter coerência técnica e semântica com o problema apresentado. As demais alternativas funcionam como distratores típicos de prova (generalização indevida, troca de conceito ou inversão de causa e efeito). Para consolidar o aprendizado, revise o tema com foco em definição formal, cenário de aplicação e limites do conceito cobrado. Análise das incorretas: B: incorreta por nao atender ao criterio central do enunciado. C: incorreta por nao atender ao criterio central do enunciado. D: incorreta por nao atender ao criterio central do enunciado. E: incorreta por nao atender ao criterio central do enunciado. Referências confiáveis: NIST SP 800-57; NIST SP 800-52r2 (TLS); RFC 8446 (TLS 1.3).",Criptografia e Hash,concurso::bndes2024 ciber::tecnico q::60 explained::enhanced
BNDES-2024-P2-Q061,"BNDES 2024 Prova 2 Q61: Os Benchmarks CIS (Center for Internet Security) são re- comendações de configurações técnicas para manter ou aumentar a segurança de uma tecnologia específica. Por exemplo, no CIS Red Hat Enterprise Linux 9 Benchmark v1.0.0, encontram-se recomendações de configuração técnica relevantes para o sistema RHEL 9. Dentre as re- comendações para a configuração de sistemas de arqui- vos, os diretórios que são usados para funções de todo o sistema podem ser protegidos, ainda mais quando são colocados em partições separadas. Isso fornece proteção para exaustão de recursos e permite o uso de opções de montagem que são aplicáveis ao uso pretendido do dire- tório. Em particular, para o sistema de arquivos do /tmp, a recomendação é montá-lo em uma partição separada e usar opções de montagem para evitar três ameaças nes- se sistema de arquivos: (1) criação de arquivos especiais de dispositivos de bloco ou de fluxo; (2) criação de arquivos com permissão de setuid; (3) execução de arquivos binários. Respectivamente, essas opções de montagem são (A) nodev, nosuid e noexec (B) nodev, nosetuid e norun (C) nodev, nosetuid e noexec (D) nospecdev, nosuid e nofork (E) nospecdev, nosetuid e norun","Resposta correta: A. Explicação direta: A alternativa A está correta porque é a única que se alinha ao enunciado e ao conceito central de IAM e Controle de Acesso. Em termos práticos, o ponto decisivo é: nodev, nosuid e noexec Explicação aprofundada: Raciocínio aprofundado: esta questão exige domínio de identidade, autenticação, autorização, princípio do menor privilégio e protocolos de acesso. A opção A é a melhor resposta por manter coerência técnica e semântica com o problema apresentado. As demais alternativas funcionam como distratores típicos de prova (generalização indevida, troca de conceito ou inversão de causa e efeito). Para consolidar o aprendizado, revise o tema com foco em definição formal, cenário de aplicação e limites do conceito cobrado. Análise das incorretas: B: incorreta por nao atender ao criterio central do enunciado. C: incorreta por nao atender ao criterio central do enunciado. D: incorreta por nao atender ao criterio central do enunciado. E: incorreta por nao atender ao criterio central do enunciado. Referências confiáveis: NIST SP 800-63; CIS Controls v8; OWASP ASVS (Authentication).",IAM e Controle de Acesso,concurso::bndes2024 ciber::tecnico q::61 explained::enhanced
BNDES-2024-P2-Q062,"BNDES 2024 Prova 2 Q62: Os Controles CIS (Center for Internet Security) refletem o conhecimento combinado de inúmeros especialistas de várias áreas de segurança e de vários setores, que com- partilham percepções sobre ataques e invasores, identi- ficam as causas básicas e as traduzem em classes de ação defensivas. A versão 8 dos Controles CIS apresenta Grupos de Implementação (IG, sigla em inglês) de Con- troles CIS, e cada IG identifica um subconjunto dos Con- troles CIS que a comunidade avaliou amplamente para serem aplicáveis a uma empresa com um perfil de risco e recursos semelhantes para implementação. Dentre es- ses IG, um deles é recomendado para uma empresa que emprega especialistas em segurança especializados nas diferentes facetas da segurança cibernética (por exemplo, gestão de riscos, teste de invasão, segurança de aplica- ções) e na qual os ativos e os dados contêm informações ou funções confidenciais que estão sujeitas à supervisão regulatória e de conformidade, o que obriga a empresa a abordar a disponibilidade dos serviços e a confidenciali- dade e integridade dos dados sensíveis. Esse Grupo de Implementação de Controle CIS é o (A) IG1 (B) IG2 (C) IG3 (D) IG4 (E) IG5","Resposta correta: C. Explicação direta: A alternativa C está correta porque é a única que se alinha ao enunciado e ao conceito central de Governança, Risco e Compliance. Em termos práticos, o ponto decisivo é: IG3 Explicação aprofundada: Raciocínio aprofundado: esta questão exige domínio de tratamento de risco, terminologia normativa, políticas e evidências de conformidade. A opção C é a melhor resposta por manter coerência técnica e semântica com o problema apresentado. As demais alternativas funcionam como distratores típicos de prova (generalização indevida, troca de conceito ou inversão de causa e efeito). Para consolidar o aprendizado, revise o tema com foco em definição formal, cenário de aplicação e limites do conceito cobrado. Análise das incorretas: A: incorreta por nao atender ao criterio central do enunciado. B: incorreta por nao atender ao criterio central do enunciado. D: incorreta por nao atender ao criterio central do enunciado. E: incorreta por nao atender ao criterio central do enunciado. Referências confiáveis: ISO/IEC 27001/27002; NIST CSF 2.0; LGPD e guias ANPD.","Governança, Risco e Compliance",concurso::bndes2024 ciber::tecnico q::62 explained::enhanced
