question_id,front,back,topic,tags
BNDES-2024-P2-Q023,"BNDES 2024 Prova 2 Q23: Na passagem “Rocha diz que, como antropólogo, seria inconsequente tentar predizer o que veremos ao longo dos próximos anos” (parágrafo 7), o tempo verbal desta- cado em negrito expressa uma noção de (A) possibilidade (B) permissão (C) obrigatoriedade (D) necessidade (E) compromisso",Resposta correta: A. Tema: Português - interpretação e gramática. Referencias: Cebraspe/Cesgranrio provas anteriores comentadas; Gramáticas normativas (Cunha/Celso); Manuais de redação oficial.,Português - interpretação e gramática,concurso::bndes2024 ciber::prova2 reviewed::high q::23
BNDES-2024-P2-Q024,"BNDES 2024 Prova 2 Q24: Na organização temática do texto, depois de explicar que as pessoas têm determinadas práticas de consumo devi- do à sua vontade de pertencer a um nicho social, desen- volve-se a ideia de que (A) a exposição de produtos em vitrines foi uma inovação das lojas de departamentos do século XIX. (B) as mídias sociais servem como vitrines de vivências e experimentações de cada um, de modo que retratos e selfies existem para o outro. (C) as pessoas são o que consomem e também aquilo que deixam de consumir, de acordo com a lógica capi- talista. (D) os modelos de negócios dos grandes magazines do sé- culo XIX continuam atuantes na cultura de consumo atual. (E) cada um de nós faz parte de grupos urbanos que se for- mam de acordo com gostos, estilos e poder aquisitivo.",Resposta correta: B. Tema: Português - interpretação e gramática. Referencias: Cebraspe/Cesgranrio provas anteriores comentadas; Gramáticas normativas (Cunha/Celso); Manuais de redação oficial.,Português - interpretação e gramática,concurso::bndes2024 ciber::prova2 reviewed::high q::24
BNDES-2024-P2-Q026,"BNDES 2024 Prova 2 Q26: Com relação à concordância verbal, considerando-se as regras vigentes, respeita-se a norma-padrão da língua portuguesa, no verbo destacado, em: (A) Futuramente, em nossa sociedade, haverão constan- tes pressões para que as pessoas consumam cada vez mais, já que o sucesso está diretamente ligado à posse de bens materiais. (B) Alimentada pelo desejo de status e reconhecimento social, a compulsão por compras, especialmente de itens de luxo, têm-se intensificado, levando muitas pessoas a endividarem-se em busca de uma felicida- de ilusória. (C) A crescente influência da publicidade e o constante surgimento de novas tecnologias impulsionou o con- sumismo, fazendo com que as pessoas adquiram pro- dutos desnecessários e acumulem dívidas. (D) Fomentam o consumismo, de maneira desenfreada, a constante inovação tecnológica e a incessante bus- ca por status, o que também cria um ciclo vicioso de insatisfação e desperdício. (E) A necessidade de adquirir novos produtos, mesmo que desnecessários, estimulada por campanhas pu- blicitárias e pelas redes sociais, enraizaram novas práticas de consumo na sociedade, o que criou um ciclo interminável de consumo e insatisfação.",Resposta correta: D. Tema: Português - interpretação e gramática. Referencias: Cebraspe/Cesgranrio provas anteriores comentadas; Gramáticas normativas (Cunha/Celso); Manuais de redação oficial.,Português - interpretação e gramática,concurso::bndes2024 ciber::prova2 reviewed::high q::26
BNDES-2024-P2-Q027,"BNDES 2024 Prova 2 Q27: A afirmação “Não basta ser, é preciso ter, e, se possível, mostrar que tem.” (parágrafo 4) explica a valorização, na atualidade, da exposição por meio de (A) criação de novos modelos de estratégias de negócios (B) idas às lojas como oportunidades de entretenimento (C) publicações nas redes sociais, como retratos e selfies (D) elaboração de vitrines atraentes nas lojas de depar- tamentos (E) estabelecimento de espaços de sociabilidade em cer- tas datas",Resposta correta: C. Tema: Português - interpretação e gramática. Referencias: Cebraspe/Cesgranrio provas anteriores comentadas; Gramáticas normativas (Cunha/Celso); Manuais de redação oficial.,Português - interpretação e gramática,concurso::bndes2024 ciber::prova2 reviewed::high q::27
BNDES-2024-P2-Q028,"BNDES 2024 Prova 2 Q28: Na defesa da tese a respeito da cultura de consumo, a palavra “vitrinização” (parágrafo 5) estabelece, no texto, uma analogia entre (A) datas comemorativas e visitas às lojas (B) celeridade tecnológica e mudança cultural (C) grupos urbanos e inovações comerciais (D) redes sociais e grandes magazines do século XIX (E) felicidade da vida real e compartilhamento de fotos",Resposta correta: D. Tema: Português - interpretação e gramática. Referencias: Cebraspe/Cesgranrio provas anteriores comentadas; Gramáticas normativas (Cunha/Celso); Manuais de redação oficial.,Português - interpretação e gramática,concurso::bndes2024 ciber::prova2 reviewed::high q::28
BNDES-2024-P2-Q029,"BNDES 2024 Prova 2 Q29: No segundo parágrafo, o trecho que se segue ao sinal de dois pontos em “tais como: a exposição dos produtos em vitrines, a fixação e a exibição de preços em etique- tas, a criação de datas comemorativas e promocionais, a incorporação de feriados religiosos e cívicos ao calendá- rio de compras e a transformação das visitas às lojas em momentos de entretenimento.” exerce a função textual de (A) adição (B) causalidade (C) consequência (D) contraposição (E) detalhamento",Resposta correta: E. Tema: Português - interpretação e gramática. Referencias: Cebraspe/Cesgranrio provas anteriores comentadas; Gramáticas normativas (Cunha/Celso); Manuais de redação oficial.,Português - interpretação e gramática,concurso::bndes2024 ciber::prova2 reviewed::high q::29
BNDES-2024-P2-Q032,"BNDES 2024 Prova 2 Q32: In the sentence of paragraph 1 “Regeneration goes beyond sustainability by creating a deeper and wider socioeconomic impact.”, the words “deeper” and “wider” are formed by the addition of a suffix. The same suffix is found in (A) delay (B) water (C) together (D) stronger (E) wired",Resposta correta: D. Tema: English Reading Comprehension. Referencias: Cambridge English resources; BBC Learning English; The Economist (reading practice).,English Reading Comprehension,concurso::bndes2024 ciber::prova2 reviewed::high q::32
BNDES-2024-P2-Q033,"BNDES 2024 Prova 2 Q33: In the fragment of paragraph 2 “regenerative firms seek to boost the health and vitality of people, places and the planet simultaneously”, the term “simultaneously” means (A) at the same time (B) with different methods (C) during asymmetric periods (D) in specific opportunities (E) on a daily basis",Resposta correta: A. Tema: English Reading Comprehension. Referencias: Cambridge English resources; BBC Learning English; The Economist (reading practice).,English Reading Comprehension,concurso::bndes2024 ciber::prova2 reviewed::high q::33
BNDES-2024-P2-Q034,"BNDES 2024 Prova 2 Q34: In the section of paragraph 3 “The Amazon’s indigenous peoples chop this palm tree down and use its wood to produce and sell items such as brooms.”, the pronoun “its” refers to (A) brooms (B) items (C) chop (D) palm tree (E) indigenous peoples",Resposta correta: D. Tema: English Reading Comprehension. Referencias: Cambridge English resources; BBC Learning English; The Economist (reading practice).,English Reading Comprehension,concurso::bndes2024 ciber::prova2 reviewed::high q::34
BNDES-2024-P2-Q036,"BNDES 2024 Prova 2 Q36: As divisões categóricas dos códigos maliciosos, também conhecidos como malware, servem para homogeneizar os tipos de tratamento e resposta a essas ameaças. Para implementar um spyware em uma máquina-alvo, o tipo de malware mais indicado para ser usado na infecção é um(a) (A) trojan, pois o usuário do sistema terá interesse em usá-lo e é silencioso. (B) vírus, pois são notórios pela capacidade de se replicar autonomamente em diversos computadores de uma rede. (C) worm, pois é capaz de se replicar em diversas áreas da memória (seja principal ou secundária) de um úni- co dispositivo-alvo. (D) spear phishing, pois usa diversos computadores con- trolados para infectar um alvo específico. (E) botnet, pois engana o usuário e o leva a fornecer as suas credenciais a um programa conhecido como botmaster.",Resposta correta: B. Tema: Segurança de Endpoint e Malware. Referencias: CIS Controls v8; NIST SP 800-83; Microsoft Security Baselines.,Segurança de Endpoint e Malware,concurso::bndes2024 ciber::prova2 reviewed::high q::36
BNDES-2024-P2-Q037,"BNDES 2024 Prova 2 Q37: O tipo de incidente de segurança mais reportado anual- mente ao CERT.br é conhecido como SCAN e engloba as notificações de varreduras em redes de computadores (scans). O fato de este ser o tipo de incidente mais reportado não é incomum, pois a varredura é usualmente a (A) segunda etapa de um ataque que interage com os sis- temas-alvo, utilizando-se de ferramentas para testar diversas senhas. (B) única etapa de um ataque sem interação com os sis- temas-alvo, sendo utilizada em praticamente todos os tipos de ataque. (C) última etapa de um ataque, buscando percorrer os sistemas afetados e garantir que eles não contenham registros do ataque. (D) primeira etapa de um ataque, utilizando-se de técni- cas de engenharia social. (E) primeira etapa em que ocorre interação com os siste- mas-alvo, sendo utilizada em praticamente todos os tipos de ataque.","Resposta correta: B. Tema: SOC, SIEM e Resposta a Incidentes. Referencias: NIST SP 800-61r2; MITRE ATT&CK; CISA Incident Response Guides.","SOC, SIEM e Resposta a Incidentes",concurso::bndes2024 ciber::prova2 reviewed::high q::37
BNDES-2024-P2-Q038,"BNDES 2024 Prova 2 Q38: Durante muitos séculos, a criptografia era utilizada ape- nas para proteger a confidencialidade das mensagens. Entretanto, ao final do século XX uma nova forma de crip- tografia foi criada. Esta, em conjunto com outras técnicas, permite proteger a integridade, a confidencialidade e a au- tenticidade das informações que são transmitidas. Consi- dere a transmissão de uma mensagem (M) de R para J. Uma solução de segurança que protege a integridade, a confidencialidade e a autenticidade das informações, du- rante essa transmissão, é a solução realizada com os se- guintes procedimentos de R: (A) cifrar M com chave simétrica k, gerando a cifra C; transmitir k e C para J; e depois transmitir M em claro para ser conferido por J. (B) cifrar M com a chave secreta (Sr ) de R, gerando a cifra C1 ; cifrar C1 com a chave secreta de J (Sj ), gerando a cifra C2 ; e transmitir C2 para J. (C) cifrar M com a chave pública de R (Pr ), gerando a cifra C1 ; cifrar C1 com a chave secreta de R (Sr ), gerando a cifra C2 ; transmitir C2 e M em claro para ser conferido por J. (D) cifrar M com a chave secreta de R (Sr ), gerando a cifra C1 ; cifrar C1 com a chave pública de J (Pj ), gerando a cifra C2 ; transmitir C2 e um hash H(M) para ser confe- rido por J. (E) cifrar M com a chave simétrica k, gerando a cifra C; transmitir C e um hash H(M) para ser conferido por J.",Resposta correta: D. Tema: Criptografia e Hash. Referencias: NIST SP 800-57; NIST SP 800-52r2 (TLS); RFC 8446 (TLS 1.3).,Criptografia e Hash,concurso::bndes2024 ciber::prova2 reviewed::high q::38
BNDES-2024-P2-Q040,"BNDES 2024 Prova 2 Q40: O NIST cybersecurity framework (NCF) é um documento que provê organizações com instruções para melhorar o gerenciamento de riscos de segurança cibernética. Uma das sugestões é a representação da maturidade do geren- ciamento e da governança de ameaças cibernéticas atra- vés de níveis (tiers). Considere que duas organizações, W e Y, utilizam-se do NCF como referência e indicam que estão, respectivamente, nos tiers 3 e 4. As organizações W e Y estão em níveis diferentes de maturidade e, por isso, têm características específicas em alguns aspectos. Quais são essas características específicas? (A) Y implementa o gerenciamento de risco cibernético de maneira irregular e por iniciativas pontuais de colabo- radores. (B) W gerencia os riscos cibernéticos em um nível organi- zacional, mas ainda sem a percepção de que esse ge- renciamento é parte da cultura organizacional, como ocorre na organização Y. (C) W está mais protegida contra ataques cibernéticos do que a organização Y. (D) W e Y, embora estejam em níveis distintos, cuidam da segurança sem estabelecimento formal das práticas e procedimentos. (E) Y se encontra no nível mais alto de maturidade, não sendo mais necessário se atualizar a novos riscos ci- bernéticos.",Resposta correta: C. Tema: IAM e Controle de Acesso. Referencias: NIST SP 800-63; CIS Controls v8; OWASP ASVS (Authentication).,IAM e Controle de Acesso,concurso::bndes2024 ciber::prova2 reviewed::high q::40
BNDES-2024-P2-Q041,"BNDES 2024 Prova 2 Q41: A Norma ISO/27001:2022 elenca as boas práticas na implantação de um sistema de gestão de segurança da informação (SGSI) para organizações. Essa norma é cal- cada na estrutura PDCA (Plan, Do, Check, Act) e elenca ações a serem feitas a cada uma das etapas. Com relação ao ciclo PDCA no contexto da implantação de um SGSI, a estrutura adotada é (A) padronizada, com cada etapa sendo executada uma vez, e com maior relevância para a etapa de planeja- mento. (B) única para cada organização, devendo ter apenas eta- pas consideradas aplicáveis à organização onde está sendo implementada. (C) elíptica, com a etapa de atuação baseada nos resulta- dos avaliados na etapa de execução. (D) iterativa, com uma etapa de planejamento ocorrendo após cada etapa de atuação. (E) quadrada, com cada etapa sendo executada uma vez, e de igual relevância para o sucesso.","Resposta correta: E. Tema: Governança, Risco e Compliance. Referencias: ISO/IEC 27001/27002; NIST CSF 2.0; LGPD e guias ANPD.","Governança, Risco e Compliance",concurso::bndes2024 ciber::prova2 reviewed::high q::41
BNDES-2024-P2-Q042,"BNDES 2024 Prova 2 Q42: A ABNT NBR ISO/IEC 29100:2020 estabelece uma es- trutura de alto nível para a proteção de dados pessoais (DP) dentro de sistemas de tecnologia da informação e de comunicação (TIC). Essa norma recomenda que a alta direção da organização, envolvida no tratamento de DP, estabeleça uma política de privacidade com base em prin- cípios de privacidade que orientem a sua concepção, o seu desenvolvimento e a sua implementação. Dentre os princípios de privacidade adotados nessa norma, há um que permite que os responsáveis pelos DP questionem a exatidão e a integridade dos DP e que tais DP sejam aper- feiçoados, corrigidos ou removidos, conforme apropriado e possível no contexto específico. Esse princípio de privacidade é o de (A) abertura, transparência e notificação (B) acesso e participação individual (C) compliance com a privacidade (D) precisão e qualidade (E) responsabilização",Resposta correta: B. Tema: IAM e Controle de Acesso. Referencias: NIST SP 800-63; CIS Controls v8; OWASP ASVS (Authentication).,IAM e Controle de Acesso,concurso::bndes2024 ciber::prova2 reviewed::high q::42
BNDES-2024-P2-Q044,BNDES 2024 Prova 2 Q44: Um Sistema de Gestão de Continuidade de Negócios (SGCN) aumenta o nível de resposta e prontidão da or- ganização para continuar operando durante disrupções. A ABNT NBR ISO 22313:2020 define os seis elementos da gestão de continuidade de negócios. O elemento que fornece o resultado que permite à or- ganização determinar parâmetros apropriados para as suas estratégias e soluções de continuidade de negó- cios é o de (A) análise de impacto nos negócios e avaliação de riscos (B) avaliação da documentação e das capacidades de continuidade de negócios (C) planejamento e controle operacional (D) planos e procedimentos de continuidade de negócios (E) programa de exercícios,"Resposta correta: E. Tema: Governança, Risco e Compliance. Referencias: ISO/IEC 27001/27002; NIST CSF 2.0; LGPD e guias ANPD.","Governança, Risco e Compliance",concurso::bndes2024 ciber::prova2 reviewed::high q::44
BNDES-2024-P2-Q045,"BNDES 2024 Prova 2 Q45: AABNT NBR ISO/IEC 27035-1:2023 destina-se a comple- mentar outras normas e documentos que fornecem orien- tação sobre a investigação e preparação para investigar incidentes de segurança da informação. Conforme defini- do nessa norma, o processo de gestão de incidentes de segurança da informação consiste em cinco fases distin- tas. Há uma fase na qual pode ocorrer a necessidade de invocar medidas do plano de continuidade de negócios ou do plano de recuperação de desastre para os incidentes que excedam determinados limites organizacionais para as equipes de resposta a incidentes. Essa fase é a de (A) avaliar e decidir (B) detectar e comunicar (C) lições aprendidas (D) planejar e preparar (E) responder",Resposta correta: C. Tema: IAM e Controle de Acesso. Referencias: NIST SP 800-63; CIS Controls v8; OWASP ASVS (Authentication).,IAM e Controle de Acesso,concurso::bndes2024 ciber::prova2 reviewed::high q::45
BNDES-2024-P2-Q046,"BNDES 2024 Prova 2 Q46: De acordo com a ABNT NBR ISO 22301:2020, um Sistema de Gestão de Continuidade de Negócios (SGCN) reforça a importância de entender as necessidades da organização e a imprescindibilidade de estabelecimento de uma política e de objetivos para a continuidade dos negócios. Conforme essa norma, um dos benefícios para a organi- zação, da perspectiva de processos internos, é que um SGCN (A) cria vantagem competitiva. (B) melhora a capacidade de permanecer eficaz durante as disrupções. (C) protege e melhora a sua reputação e credibilidade. (D) reduz a exposição legal e financeira. (E) reduz custos diretos e indiretos de disrupções.",Resposta correta: C. Tema: IAM e Controle de Acesso. Referencias: NIST SP 800-63; CIS Controls v8; OWASP ASVS (Authentication).,IAM e Controle de Acesso,concurso::bndes2024 ciber::prova2 reviewed::high q::46
BNDES-2024-P2-Q047,"BNDES 2024 Prova 2 Q47: O ataque é um ato intencional no qual um adversário procura evadir serviços de segurança e violar a política de segurança de um sistema. Os ataques passivos são muito difíceis de detectar, pois não envolvem alteração dos dados trafegados na rede. Por outro lado, os ataques ativos envolvem alguma modificação do fluxo de dados ou a criação de um fluxo falso. Dentre os exemplos de ataques, há o ataque de disfarce, cujo objetivo é o de (A) coletar informações, com base na escuta do fluxo de dados transmitido na linha de comunicação. (B) ganhar conhecimento por inferência, com base nas características observáveis do fluxo de dados. (C) provocar a sobrecarga da rede como um tipo de obs- trução, com a finalidade de causar uma interrupção. (D) consumir e esgotar os recursos do sistema da vítima, como ciclos de CPU, memória e espaço em disco. (E) ganhar acesso a um sistema ou desempenhar uma ação maliciosa, por posar ilegitimamente como uma entidade autorizada.",Resposta correta: B. Tema: Redes e Defesa Perimetral. Referencias: NIST SP 800-41; RFCs de protocolos de rede; CISA Zero Trust Maturity Model.,Redes e Defesa Perimetral,concurso::bndes2024 ciber::prova2 reviewed::high q::47
BNDES-2024-P2-Q048,"BNDES 2024 Prova 2 Q48: A varredura de porta de comunicação visa fazer uma ava- liação em massa do alvo e a identificação de serviços bus- cando os corredores de entrada mais poderosos. A técni- ca de varredura de porta TCP explora o 3-way handshake do TCP para determinar se uma porta de comunicação da vítima está aberta ou fechada. Dentre os exemplos de uso dessa técnica, há um que protege o endereço IP do atacante, pois faz uso de um zumbi para fazer a varredura de porta TCP da vítima. Essa técnica de varredura furtiva de porta TCP é conheci- da como varredura TCP (A) FIN (B) ACK (C) IDLE (D) NULL (E) XMAS",Resposta correta: C. Tema: Cibersegurança - geral. Referencias: NIST CSF 2.0; OWASP; CIS Controls v8.,Cibersegurança - geral,concurso::bndes2024 ciber::prova2 reviewed::high q::48
BNDES-2024-P2-Q050,"BNDES 2024 Prova 2 Q50: Um atacante presente numa rede local quer realizar um ataque para atuar como man-in-the-middle entre uma es- tação vítima e o default gateway da rede. Para executar esse ataque, o atacante quer fazer com que a estação da vítima associe o endereço MAC usado pelo atacante ao endereço IP do default gateway da rede. Além disso, quer fazer com que o default gateway da rede associe o endereço MAC usado pelo atacante ao endereço IP da estação da vítima. Para conseguir realizar essas associações, o atacante deve usar a técnica de (A) IP Spoofing (B) ARP Spoofing (C) ICMP Spoofing (D) TCP Flooding (E) TCP Hijacking",Resposta correta: A. Tema: IAM e Controle de Acesso. Referencias: NIST SP 800-63; CIS Controls v8; OWASP ASVS (Authentication).,IAM e Controle de Acesso,concurso::bndes2024 ciber::prova2 reviewed::high q::50
